1.04E+00,1.02E+00,-9.21E+02,0,0
1.04E+00,1.04E+00,-9.21E+02,0.00015623000013,0.098035731151359
1.04E+00,1.05E+00,-9.21E+02,0.000612920000094,0.384612816339089
1.04E+00,1.07E+00,-9.21E+02,0.001338870000041,0.840152974855424
1.04E+00,1.08E+00,-9.21E+02,0.002305080000042,1.44645844574631
1.04E+00,1.10E+00,-9.21E+02,0.003485179999984,2.18698181661009
1.04E+00,1.11E+00,-9.21E+02,0.004855740000039,3.04702055168452
1.04E+00,1.13E+00,-9.21E+02,0.006393819999971,4.01217959436188
1.04E+00,1.14E+00,-9.21E+02,0.008076969999934,5.06837136768838
1.04E+00,1.16E+00,-9.21E+02,0.009884199999988,6.20242445779227
1.04E+00,1.17E+00,-9.21E+02,0.011796840000102,7.40262327162391
1.04E+00,1.19E+00,-9.21E+02,0.013795989999949,8.6571078888778
1.04E+00,1.20E+00,-9.21E+02,0.015862440000092,9.95382386201757
1.04E+00,1.22E+00,-9.21E+02,0.017977120000069,11.2808045941231
1.04E+00,1.23E+00,-9.21E+02,0.020119249999993,12.6250104482458
1.04E+00,1.25E+00,-9.21E+02,0.022262790000127,13.9701010901898
1.04E+00,1.26E+00,-9.21E+02,0.024372770000014,15.2941325299385
1.04E+00,1.28E+00,-9.21E+02,0.02637548000007,16.5508510793638
1.04E+00,1.29E+00,-9.21E+02,0.028051979999987,17.6028699178116
1.04E+00,1.31E+00,-9.21E+02,0.029414539999948,18.4578885808273
1.04E+00,1.32E+00,-9.21E+02,0.030647779999981,19.2317577800082
1.04E+00,1.34E+00,-9.21E+02,0.031810629999995,19.9614566206671
1.04E+00,1.35E+00,-9.21E+02,0.032927129999962,20.662070419146
1.04E+00,1.37E+00,-9.21E+02,0.034009040000001,21.3409786813605
1.04E+00,1.38E+00,-9.21E+02,0.035062820000121,22.002235115456
1.04E+00,1.40E+00,-9.21E+02,0.03609234999999,22.6482744561437
1.04E+00,1.41E+00,-9.21E+02,0.037099529999978,23.280288970756
1.04E+00,1.43E+00,-9.21E+02,0.038084789999971,23.8985484880917
1.04E+00,1.44E+00,-9.21E+02,0.039047140000093,24.5024317743186
1.04E+00,1.46E+00,-9.21E+02,0.039985380000076,25.0911858184674
1.04E+00,1.47E+00,-9.21E+02,0.040897720000089,25.6636873795359
1.04E+00,1.49E+00,-9.21E+02,0.041783310000028,26.2194030748076
1.04E+00,1.50E+00,-9.21E+02,0.042641050000043,26.7576426444769
1.04E+00,1.52E+00,-9.21E+02,0.04347018999988,27.2779354566347
1.04E+00,1.53E+00,-9.21E+02,0.044270630000028,27.7802187606877
1.04E+00,1.55E+00,-9.21E+02,0.045042850000073,28.2647937606955
1.04E+00,1.56E+00,-9.21E+02,0.045788290000019,28.7325640696217
1.04E+00,1.58E+00,-9.21E+02,0.046509600000036,29.1851925864225
1.04E+00,1.59E+00,-9.21E+02,0.04720989000009,29.6246308640666
1.04E+00,1.61E+00,-9.21E+02,0.047892270000034,30.0528304554513
1.04E+00,1.62E+00,-9.21E+02,0.0485599000001,30.4717742891629
1.04E+00,1.64E+00,-9.21E+02,0.049215509999954,30.8831754645609
1.04E+00,1.65E+00,-9.21E+02,0.049861889999988,31.2887847320027
